% mention
@RELATION men

@ATTRIBUTE gn {MASC, FEM}
@ATTRIBUTE gn1 {MASC, FEM}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL
@ATTRIBUTE sys_tag {PR, N}
@ATTRIBUTE sys_tag1 {PR, N}

@DATA
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-23,0,0,N,PR
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,56,-24,0,0,N,N
?,FEM,?,?,?,PLUR,?,?,NO,NO,64,-25,0,0,N,PR
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,57,20,0,-62,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,67,19,4,-79,PR,PR
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,50,18,2,-153,PR,N
FEM,?,PERS,?,SING,?,?,?,NO,NO,62,17,3,-197,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,47,16,3,-219,PR,N
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,62,15,3,-250,PR,N
?,?,PERS,?,PLUR,?,?,?,NO,NO,40,14,3,-271,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,67,13,3,-309,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,36,12,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,50,11,4,-337,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,62,10,4,-356,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,42,9,4,-380,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,80,8,4,-425,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,41,7,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,53,6,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,64,5,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,51,4,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,47,3,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,56,2,0,0,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,62,1,0,0,PR,N
?,?,?,?,?,?,?,?,YES,YES,100,0,0,0,PR,PR
MASC,?,?,?,PLUR,?,?,?,NO,NO,47,-1,0,0,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,67,-2,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,80,-3,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,74,-4,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,72,-5,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,24,-6,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,36,-7,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,57,-8,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,63,-9,0,0,PR,N
?,?,?,?,SING,?,?,?,NO,NO,72,-10,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,64,-11,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,72,-12,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,64,-13,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,64,-14,0,0,PR,PR
MASC,?,?,?,PLUR,?,CASE=YES,?,NO,NO,55,-15,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,60,-16,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,64,-17,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,72,-18,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,55,-19,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,45,-20,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,53,-21,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,80,-22,0,0,PR,PR
FEM,?,?,?,SING,?,?,?,NO,NO,62,-23,0,0,PR,N
?,?,?,?,?,?,?,?,NO,NO,64,-24,0,0,PR,PR
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,58,21,0,-62,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,49,20,4,-79,N,PR
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,39,19,2,-153,N,N
FEM,MASC,PERS,?,SING,PLUR,?,?,NO,NO,47,18,3,-197,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,43,17,3,-219,N,N
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,37,16,3,-250,N,N
?,MASC,PERS,?,PLUR,PLUR,?,?,NO,NO,74,15,3,-271,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,43,14,3,-309,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,39,13,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,36,12,4,-337,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,57,11,4,-356,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,58,10,4,-380,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,48,9,4,-425,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,45,8,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,51,7,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,48,6,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,54,5,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,56,4,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,57,3,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,52,2,0,0,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,47,1,0,0,N,PR
MASC,MASC,?,?,PLUR,PLUR,?,?,YES,YES,100,0,0,0,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,47,-1,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,48,-2,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,45,-3,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,48,-4,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,40,-5,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,47,-6,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,54,-7,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,58,-8,0,0,N,N
?,MASC,?,?,SING,PLUR,?,?,NO,NO,38,-9,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,YES,52,-10,0,0,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,NO,48,-11,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,43,-12,0,0,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,YES,48,-13,0,0,N,PR
MASC,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,56,-14,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,38,-15,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,43,-16,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,43,-17,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,40,-18,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,42,-19,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,51,-20,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,48,-21,0,0,N,PR
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,43,-22,0,0,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,43,-23,0,0,N,PR
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,62,22,0,-62,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,57,21,4,-79,N,PR
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,55,20,2,-153,N,N
FEM,MASC,PERS,?,SING,PLUR,?,?,NO,NO,67,19,3,-197,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,47,18,3,-219,N,N
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,61,17,3,-250,N,N
?,MASC,PERS,?,PLUR,PLUR,?,?,NO,NO,37,16,3,-271,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,59,15,3,-309,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,37,14,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,50,13,4,-337,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,51,12,4,-356,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,52,11,4,-380,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,69,10,4,-425,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,38,9,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,53,8,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,55,7,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,46,6,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,47,5,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,67,4,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,61,3,0,0,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,67,2,0,0,N,PR
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,43,1,0,0,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,YES,YES,100,0,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,69,-1,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,58,-2,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,69,-3,0,0,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,28,-4,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,43,-5,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,56,-6,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,56,-7,0,0,N,N
?,MASC,?,?,SING,PLUR,?,?,NO,NO,62,-8,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,55,-9,0,0,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,NO,62,-10,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,62,-11,0,0,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,NO,55,-12,0,0,N,PR
MASC,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,59,-13,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,59,-14,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,55,-15,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,62,-16,0,0,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,54,-17,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,38,-18,0,0,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,53,-19,0,0,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,69,-20,0,0,N,PR
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,55,-21,0,0,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,62,-22,0,0,N,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,53,23,0,-62,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,78,22,4,-79,PR,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,46,21,2,-153,PR,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,72,20,3,-197,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,43,19,3,-219,PR,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,58,18,3,-250,PR,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,41,17,3,-271,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,16,3,-309,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,42,15,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,14,4,-337,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,47,13,4,-356,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,43,12,4,-380,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,92,11,4,-425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,10,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,55,9,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,8,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,7,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,39,6,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,52,5,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,57,4,0,0,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,80,3,0,0,PR,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,48,2,0,0,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,69,1,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,69,-1,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,75,-2,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,27,-3,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,40,-4,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,59,-5,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-6,0,0,PR,N
?,MASC,?,?,SING,SING,?,?,NO,NO,75,-7,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,-8,0,0,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,75,-9,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,-10,0,0,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,75,-11,0,0,PR,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,62,-12,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-13,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,-14,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,YES,92,-15,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,56,-16,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-17,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,55,-18,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,92,-19,0,0,PR,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,71,-20,0,0,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,67,-21,0,0,PR,PR
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,56,24,0,-62,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,64,23,4,-79,PR,PR
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,59,22,2,-153,PR,N
FEM,?,PERS,?,SING,?,?,?,NO,NO,59,21,3,-197,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,50,20,3,-219,PR,N
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,55,19,3,-250,PR,N
?,?,PERS,?,PLUR,?,?,?,NO,NO,48,18,3,-271,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,58,17,3,-309,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,45,16,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,62,15,4,-337,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,45,14,4,-356,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,41,13,4,-380,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,69,12,4,-425,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,40,11,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,63,10,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,62,9,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,56,8,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,42,7,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,55,6,0,0,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,60,5,0,0,PR,N
?,?,?,?,?,?,?,?,NO,NO,74,4,0,0,PR,PR
MASC,?,?,?,PLUR,?,?,?,NO,NO,45,3,0,0,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,58,2,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,69,1,0,0,PR,PR
?,?,?,?,?,?,?,?,YES,YES,100,0,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,69,-1,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,27,-2,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,39,-3,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,56,-4,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,61,-5,0,0,PR,N
?,?,?,?,SING,?,?,?,NO,NO,69,-6,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,62,-7,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,69,-8,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,62,-9,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,69,-10,0,0,PR,PR
MASC,?,?,?,PLUR,?,CASE=YES,?,NO,NO,59,-11,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,71,-12,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,62,-13,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,62,-14,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,59,-15,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,44,-16,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,63,-17,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,69,-18,0,0,PR,PR
FEM,?,?,?,SING,?,?,?,NO,NO,67,-19,0,0,PR,N
?,?,?,?,?,?,?,?,NO,NO,69,-20,0,0,PR,PR
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,53,25,0,-62,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,70,24,4,-79,PR,PR
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,51,23,2,-153,PR,N
FEM,?,PERS,?,SING,?,?,?,NO,NO,80,22,3,-197,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,48,21,3,-219,PR,N
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,65,20,3,-250,PR,N
?,?,PERS,?,PLUR,?,?,?,NO,NO,45,19,3,-271,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,69,18,3,-309,PR,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,42,17,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,52,16,4,-337,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,53,15,4,-356,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,54,14,4,-380,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,75,13,4,-425,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,42,12,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,55,11,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,75,10,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,53,9,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,39,8,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,58,7,0,0,PR,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,64,6,0,0,PR,N
?,?,?,?,?,?,?,?,NO,NO,72,5,0,0,PR,PR
MASC,?,?,?,PLUR,?,?,?,NO,NO,48,4,0,0,PR,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,69,3,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,75,2,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,69,1,0,0,PR,PR
?,?,?,?,?,?,?,?,YES,YES,100,0,0,0,PR,PR
?,?,?,?,?,?,?,?,NO,NO,27,-1,0,0,PR,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,40,-2,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,65,-3,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,59,-4,0,0,PR,N
?,?,?,?,SING,?,?,?,NO,NO,75,-5,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,75,-6,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,83,-7,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,67,-8,0,0,PR,PR
?,?,?,?,SING,?,?,?,NO,NO,75,-9,0,0,PR,PR
MASC,?,?,?,PLUR,?,CASE=YES,?,NO,NO,62,-10,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,55,-11,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,67,-12,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,67,-13,0,0,PR,PR
MASC,?,?,?,SING,?,?,?,NO,NO,56,-14,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,42,-15,0,0,PR,N
FEM,?,?,?,SING,?,?,?,NO,NO,55,-16,0,0,PR,N
MASC,?,?,?,SING,?,?,?,NO,NO,75,-17,0,0,PR,PR
FEM,?,?,?,SING,?,?,?,NO,NO,57,-18,0,0,PR,N
?,?,?,?,?,?,?,?,NO,YES,83,-19,0,0,PR,PR
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,35,26,0,-62,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,22,25,4,-79,N,PR
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,38,24,2,-153,N,N
FEM,?,PERS,?,SING,?,?,?,NO,NO,27,23,3,-197,N,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,38,22,3,-219,N,N
MASC,?,?,?,SING,?,CASE=YES,?,NO,NO,34,21,3,-250,N,N
?,?,PERS,?,PLUR,?,?,?,NO,NO,46,20,3,-271,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,26,19,3,-309,N,N
MASC,?,FUNC,?,SING,?,?,?,NO,NO,29,18,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,19,17,4,-337,N,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,36,16,4,-356,N,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,40,15,4,-380,N,N
MASC,?,?,?,SING,?,?,?,NO,YES,27,14,4,-425,N,PR
MASC,?,?,?,SING,?,?,?,NO,NO,34,13,0,0,N,N
FEM,?,?,?,SING,?,?,?,NO,NO,31,12,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,22,11,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,NO,29,10,0,0,N,N
FEM,?,?,?,SING,?,?,?,NO,NO,39,9,0,0,N,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,NO,34,8,0,0,N,N
FEM,?,?,?,PLUR,?,?,?,NO,NO,28,7,0,0,N,N
?,?,?,?,?,?,?,?,NO,NO,24,6,0,0,N,PR
MASC,?,?,?,PLUR,?,?,?,NO,NO,42,5,0,0,N,N
MASC,?,?,?,PLUR,?,?,?,NO,NO,33,4,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,YES,27,3,0,0,N,PR
?,?,?,?,?,?,?,?,NO,NO,27,2,0,0,N,PR
?,?,?,?,?,?,?,?,NO,YES,27,1,0,0,N,PR
?,?,?,?,?,?,?,?,YES,YES,100,0,0,0,N,N
FEM,?,?,?,PLUR,?,CASE=YES,?,NO,YES,75,-1,0,0,N,N
FEM,?,?,?,SING,?,?,?,NO,NO,40,-2,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,35,-3,0,0,N,N
?,?,?,?,SING,?,?,?,NO,YES,25,-4,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,YES,25,-5,0,0,N,PR
?,?,?,?,SING,?,?,?,NO,NO,25,-6,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,NO,22,-7,0,0,N,PR
?,?,?,?,SING,?,?,?,NO,NO,22,-8,0,0,N,PR
MASC,?,?,?,PLUR,?,CASE=YES,?,NO,NO,36,-9,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,30,-10,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,NO,22,-11,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,YES,25,-12,0,0,N,PR
MASC,?,?,?,SING,?,?,?,NO,NO,29,-13,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,NO,34,-14,0,0,N,N
FEM,?,?,?,SING,?,?,?,NO,NO,31,-15,0,0,N,N
MASC,?,?,?,SING,?,?,?,NO,YES,27,-16,0,0,N,PR
FEM,?,?,?,SING,?,?,?,NO,NO,33,-17,0,0,N,N
?,?,?,?,?,?,?,?,NO,YES,25,-18,0,0,N,PR
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,CASE=YES,NO,NO,49,27,0,-62,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,33,26,4,-79,N,PR
MASC,FEM,?,?,SING,PLUR,CASE=YES,CASE=YES,NO,NO,40,25,2,-153,N,N
FEM,FEM,PERS,?,SING,PLUR,?,CASE=YES,NO,NO,36,24,3,-197,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,CASE=YES,NO,NO,49,23,3,-219,N,N
MASC,FEM,?,?,SING,PLUR,CASE=YES,CASE=YES,NO,NO,48,22,3,-250,N,N
?,FEM,PERS,?,PLUR,PLUR,?,CASE=YES,NO,NO,37,21,3,-271,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,40,20,3,-309,N,N
